global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
4232.035120194152	-7.188158114101498	17910121.25855673	51.6696170733232	3065.7225169581498	-15.343722901403453	9398654.550984211	235.4298324750528	4079.395131754037	-2.1322976986830326	16641464.640978536	4.546693475808957	3976.356321933512	2976.8249410029475	1.147199	15.624215	0.0320471661266911	0.0196436558403883	0.1244393339	0.0510718678	-0.0282617724	0.0491824441	-0.1179894306	-0.0279798303	0.0277257149	-0.0500648201	0.0311670394	-0.0207186917	0.011766234	-0.0945609357	-0.0765824251	0.0080150218	-0.0633416601	0.0153138379	-0.068705229	0.012281646	-0.1377183423	0.1446501937	0.0181788575	0.0519128608	0.0759843335	0.0728068605	0.0529951016	0.048711228	0.0811083531	-0.0971416648	-0.0704486567	0.1523771222	0.0326978893	0.0733495833	0.0285160959	0.0409026172	-0.0469646663	-0.0882015698	0.0244201833	-0.0968218479	-0.0584984467	-0.0665119775	0.0995244684	-0.023207961	0.0067495045	-0.0315439002	0.0584707048	-0.0599802879	0.1447404911	-0.0816995543	-0.1442879408	-0.0308211916	-0.0481318895	0.0237490733	0.027875761	-0.0055690761	0.0281077065	0.1477134134	-0.1420646764	-0.0148751196	0.0157744097	0.0177248458	0.0528679061	0.1569053424	0.0226631622	-0.0024550312	-0.1005821652	0.0057253479	0.0563449119	-0.0721740086	0.0359356982	-0.0336587044	-0.0707818111	0.0021751724	0.0854918241	-0.0326510548	-0.0771748611	0.0434024663	0.0151387918	-0.0063696172	0.0037677999	-0.0710543136	0.0165056365	-0.069175965	0.0611350037	-0.0543380646	-0.0696319204	0.0385271551	0.0532301622	0.0789468648	0.0128461567	-0.0597044597	-0.10227815	0.0404827895253845	2.0367288442499357e-05	0.0016388562477565	4.1482643849996764e-10	0.1176040840171452	-0.0001506675958325	2.270072443394604e-08	0.0138307205775117	-0.2006276662006456	-0.0133894393086961	0.0402514604451176	0.0001792770850012	0.000779778255988	-0.000243978308159	5.9525414852127974e-08	6.080541285116868e-07	0.0012031445121956	-0.0001250451260903	1.5636283558939065e-08	1.447556717226388e-06	0.0003685309611077	7.104044250999747e-07	5.046744472016256e-13	1.358150692949651e-07	0.0	0.0	0.0
4240.697336926366	8.662216732213892	17983513.903414372	75.03399871584632	3081.295304041186	15.57278708303602	9494380.750706265	242.51169753357348	4079.579510966048	0.1843792120112084	16642968.98629398	0.0339956938218741	3976.023607555069	2983.6206276275825	0.997709	13.588244	0.0952454970816426	0.0559975988340471	0.1223706487	0.011696067	-0.0865219712	0.0676053135	-0.0961665527	0.1089989823	0.0143738582	0.0425188742	0.0729600366	-0.0071714953	-0.1234286802	-0.1076540791	-0.0672317475	0.0224495522	-0.0402844641	-0.0360669297	-0.1381409144	0.0831136419	0.1167776841	0.0976785634	0.0088673696	0.1965093795	0.0316853301	-0.0316126376	0.1897832682	0.0298643394	0.0903383813	-0.0485728235	0.0602308633	0.1074605714	-0.0851111998	-0.0214008375	-0.0862489021	0.0548832718	0.0407523121	-0.0404346008	0.0232357779	0.0169560748	-0.0589232723	-0.0916422737	0.0888054796	-0.0365116767	0.0159943596	0.0478141247	0.1395267389	-0.084114593	-0.0815694784	-0.1139257032	-0.0545222203	-0.1023336548	-0.0833893711	0.0219593124	0.1504813202	-0.1104880527	0.0860327233	0.0593692355	-0.0663960725	0.0240525522	0.0085335	-0.143168924	0.1357598305	0.0272736529	-0.0796246313	-0.0153942764	-0.1242893057	0.0070420806	0.0287997358	-0.0495725875	-0.0485802714	-0.0273171535	-0.0680112741	-0.0103788564	0.0601392055	-0.130325957	-0.0701466283	-0.0494753706	-0.0652844266	-0.0631562	-0.0397916715	-0.0611758451	-0.1045100559	-0.0520988228	-0.0279699004	-0.0446104307	-0.0161811376	0.053611382	0.0110477604	0.0777158551	0.0091870219	-0.0641690889	-0.1038078519	0.0405719648867801	8.917536139560478e-05	0.0016460843347741	7.95224508003672e-09	0.0855917900839955	-0.0320122939331496	0.0010247869628623	0.0073259545297827	-0.1551878587101782	0.0454398074904673	0.0240832714910502	0.0020647761047707	0.0005507547074901	-0.0002290235484978	5.245178576656993e-08	3.0333074782250564e-07	0.0013281022082016	0.000124957696006	1.5614425791127906e-08	1.763855475429966e-06	0.0003686341225364	1.0316142869999267e-07	1.0642280371423667e-14	1.3589111629818154e-07	0.0	0.0	0.0
4249.26383181073	8.566494884364147	18056243.11233481	73.38483460383709	3087.91917792989	6.623873888704111	9535244.849427206	43.87570529345612	4071.575607641056	-8.003903324991825	16577727.928737637	64.06246843581519	3968.083208839548	3026.849540163436	0.977267	13.309834	0.032891908478152	0.0208974848626697	0.1004188254	-0.0195484589	-0.0532928988	0.0685206405	-0.0834079711	0.1408356223	-0.0446227195	0.0203063007	0.1828172172	-0.0510696939	-0.168206267	-0.1076661167	-0.199912844	-0.0184608536	-0.121829403	-0.0016108375	-0.101715804	0.0210606302	0.0383623329	0.0724894782	-0.0743393848	0.0113726358	0.0437706061	-0.0388320945	0.1088980851	-0.0583591327	0.0385638299	-0.0396951066	0.0236637085	-0.0431367136	-0.1284414156	-0.1090949182	-0.0682084701	0.1059633813	-0.1223032293	0.0088947509	-0.0336320141	0.0103964366	-0.0413791717	-0.102419301	0.1810091633	-0.0362347774	-0.0639841431	-0.0185998611	0.1294320678	-0.0712821926	-0.0588811966	-0.1474297691	0.0394380206	0.0185489457	-0.0667706164	-0.0245636407	0.0237872384	-0.0571297982	-0.1022130341	0.0105093395	-0.0495098493	0.086324881	0.0851054235	-0.0677568355	0.0798079817	-0.0881797011	-0.086622058	-0.0283145314	-0.105835871	0.0321806783	-0.0094983099	-0.0611514721	0.1102431958	0.0501804269	-0.0118518392	-0.0208937626	0.0312670767	-0.1254569104	-0.0655711738	0.0228943003	-0.009431387	-0.064135551	0.000404655	-0.1126585905	-0.1399689349	-0.0052816382	-0.0093302908	-0.034651692	0.0446789296	-0.0303102467	0.0231833414	0.0764611723	0.0055166942	-0.0684578352	-0.1048318124	0.0434021427684854	0.0028301778817052	0.0018837459968959	8.009906842093872e-06	0.0880644615161543	0.0024726714321587	6.114104011414205e-06	0.0077553493821302	-0.1744198027901262	-0.0192319440799479	0.0304222676053465	0.0003698676730942	0.000524162312947	-2.6592394543099992e-05	7.071554475358943e-10	2.747461303139488e-07	0.0013281339072213	3.1699019700142175e-08	1.0048278499500018e-15	1.763939675510917e-06	0.0005091523306604	0.000140518208124	1.974536681437979e-08	2.5923609581691733e-07	0.0	0.0	0.0
4272.928955217439	23.66512340670852	18257921.85633559	560.0380658547433	3122.379734150107	34.46055622021731	9749255.204231294	1187.5299350067585	4079.261508246961	7.6859006059048625	16640374.452665271	59.073068123848735	3977.278059595322	3075.2957865397134	1.010756	13.765938	0.0267489307996506	0.0160388649608919	0.0512710405	-0.0674691606	-0.0555452882	0.0152591604	0.0051931598	0.1153925667	-0.0791748173	0.0009341331	0.1320183047	-0.0338415682	-0.139598404	-0.1368284353	-0.0738774831	-0.0558594763	-0.1081948924	0.042840076	-0.0564811014	-0.02246306	0.0361505491	0.0922712699	-0.01141836	-0.0233089454	-0.0334531175	-0.1441163226	0.0706415175	0.0724914049	0.1325425199	-0.1128149415	0.0890649482	-0.0478227171	0.0640991976	-0.0882259398	0.0390168321	-0.0191689266	-0.0196049824	0.024693797	-0.0284812391	0.0886444665	0.0515519179	-0.1226232376	0.0784941317	-0.0446400312	-0.0767697117	-0.0641472757	0.0558346002	-0.0806774223	-0.0574479293	-0.1476953276	0.013562053	0.0391401418	-0.048981696	-0.0672510295	0.0349056601	0.0703020063	0.029087255	0.0057250368	-0.0743145959	0.0982569913	-0.1109617694	-0.0652475568	-0.0203422952	-0.0815008486	0.0802417398	-0.0285338697	-0.1119308465	0.0267525636	-0.06323585	-0.0196417792	-0.0278656635	0.0221262538	-0.0246056758	-0.0467253124	0.045988819	-0.1125153659	-0.0538027254	0.0019620281	0.0153834285	-0.0574167527	0.0503623757	-0.0638242058	-0.1987102247	0.0556014059	0.0652446801	-0.0302841423	0.0785039106	-0.0154753805	-0.0100190181	0.0751831987	0.0018396452	-0.0725589432	-0.1053450429	0.0405719307863421	-0.0028302119821432	0.0016460815677317	8.010099863867487e-06	0.0883437170279393	0.000279255511785	7.798364086230746e-08	0.0078046123383126	-0.1882514547710485	-0.0138316519809222	0.0354386102234161	0.0001913145965213	0.0005797547266666	5.559241371959995e-05	3.090516463171165e-09	3.361155430922641e-07	0.0013281075588411	-2.6348380200097793e-08	6.942371391689053e-16	1.7638696878508658e-06	0.0003686148662642	-0.0001405374643962	1.975077889891319e-08	1.3587691963097405e-07	0.0	0.0	0.0
4283.104964377772	10.176009160333706	18344988.13587752	103.5511624311955	3118.2866590824365	-4.093075067670725	9723711.688211504	16.753263509587708	4088.4582813007	9.19677305373898	16715491.117936274	84.5806346019794	3986.620153321476	3154.515668300413	0.908814	12.377542	0.0617896481037455	0.0376607040939862	-0.0157076845	-0.076429813	0.0083141078	-0.0329025117	0.019658833	0.0253552252	-0.143019174	0.014350046	-0.0276052611	-0.0776726211	-0.0091118912	-0.1137806095	-0.0017992155	-0.0313600751	0.0099598207	0.069447074	-0.0143728718	-0.0904237351	0.0788001124	0.0907242357	0.0401112192	0.0518862344	-0.03350481	-0.0654428682	0.0637150227	0.0137709843	0.0400140159	-0.0396500532	0.0754364482	-0.0906938493	-0.010718716	-0.0947399364	-0.0080460416	-0.0819420693	0.0775680484	-0.0126940703	0.0623482209	0.1017814498	0.0691008216	-0.0990246993	0.0070493918	0.0227174691	-0.0340598932	-0.082131819	-0.06188	-0.0231651286	-0.0609878462	-0.1322575289	0.0075096623	-0.0491153588	-0.0240677892	-0.0452792548	0.0462185663	-0.030587493	0.0542914623	-0.0343172986	0.0189091693	0.0782606511	-0.0899305922	-0.0442401071	0.016397278	-0.1290197057	0.0586774226	-0.0252909575	-0.079955603	0.039112328	-0.1092640466	0.0085989841	0.0161274875	0.0390290378	0.0031245285	-0.0468398417	0.0463012988	-0.0535833524	-0.0166460173	-0.006170158	0.060159356	-0.0922615632	-0.0131033275	-0.0228328604	-0.1328253368	0.0436721469	0.0873186808	0.0706136459	0.0738636434	-0.0019877063	0.0416305739	0.0738823236	-0.0018396452	-0.0764611723	-0.1053450429	0.0405663017572806	-5.629029061503255e-06	0.0016456248382627	3.168596817524821e-11	0.0884284762806828	8.47592527434965e-05	7.184130925635918e-09	0.0078195954173232	-0.216636038468664	-0.0283845836976155	0.0469311731633964	0.0008056845916869	0.0002068091555158	-0.0003729455711508	1.3908839904099642e-07	4.2770026805158345e-08	0.0010350377867052	-0.0002930697721358	8.588989133978828e-08	1.0713032199075991e-06	0.000368893045464	2.781791998000046e-07	7.738366720137089e-14	1.3608207899170478e-07	0.0	0.0	0.0
4291.765796453534	8.660832075761391	18419253.651608437	75.01001224453736	3139.037060496224	20.750401413787586	9853553.667168776	430.5791588333178	4089.85573053817	1.3974492374700276	16726919.89661591	1.9528643713055616	3991.396655157111	3205.02400800597	0.8675239999999999	11.815197	0.0286957616668532	0.0188182938775761	-0.0554298227	-0.1078491541	0.0094091484	-0.0808010006	0.0724889845	0.0185359636	-0.1079153221	-0.0134782245	-0.0572782804	-0.1292639352	-0.0421614326	-0.1374148052	0.0304736625	-0.0475041983	0.0174068064	0.1276232816	-0.0093255434	-0.1182913953	0.043949935	0.0265556304	0.0609763795	0.0920274774	-0.0907912719	-0.0649941254	0.1280886518	-0.0032402046	0.0273164283	0.07509487	0.0042362943	-0.0350638341	0.0493344804	-0.1069748024	0.0498626973	0.0001632783	0.1490406261	-0.0265819485	-0.0545339104	-0.0047035139	0.02689819	-0.112416937	-0.0471998098	0.0432973421	-0.0387915629	-0.1283789261	-0.0787218932	0.0108275291	-0.0531986227	-0.1534143358	-0.0340502663	-0.0240846814	-0.0509080293	-0.0702461306	0.1432274965	-0.0335645883	0.0505019933	-0.0699460794	0.0342506953	-0.0440764649	-0.1004144495	-0.0877682609	-0.0848311674	0.0294707551	-0.0111744298	-0.0344174713	-0.0849371767	0.0396146714	-0.147832194	0.040290571	-0.0724336378	0.0255455771	-0.0445287912	-0.0695996937	0.0730966102	-0.0470318047	0.0168160256	-0.0353055002	0.0674243627	-0.095730155	-0.0679121327	-0.0213295712	-0.105352003	-0.005543136	0.0410945165	0.0812790344	0.075292934	0.051138467	0.101489322	0.0725589432	-0.0055166942	-0.0801538266	-0.1048318124	0.0406844235941292	0.0001181218368486	0.0016552223231865	1.3952768340488013e-08	0.0883246175555143	-0.0001038587251685	1.0786634793627452e-08	0.0078012380663278	-0.2166258722985929	1.0166170071101988e-05	0.0469267685491262	1.033510139145698e-10	0.000263108768232	5.629961271620001e-05	3.1696463919941103e-09	6.922622392056029e-08	0.0013280780606639	0.0002930402739586	8.587260216178994e-08	1.7637913352167858e-06	0.0005888254574844	0.0002199324120204	4.8370265857111016e-08	3.46715419381713e-07	0.0	0.0	0.0
4291.379072099398	-0.3867243541353673	18415934.340452693	0.1495557260814169	3152.582827999384	13.545767503159825	9938778.487396592	183.4878172496607	4091.5361287174896	1.6803981793195817	16740667.892600505	2.823738041060565	3994.466010797443	3261.26040693559	0.915437	12.467749	0.0967037740558044	0.0541427043938533	-0.1009021098	-0.084994234	0.0223118832	-0.0823317798	0.1033861074	0.0091553996	-0.0838261295	-0.0364007178	-0.0858510131	-0.0840535321	-0.016272146	-0.0984270578	0.0232512211	-0.0126329651	0.0522755214	0.1390129841	-0.045872156	-0.1417296446	-0.0159581835	-0.0389908185	0.0730811242	-0.0534485436	-0.0475536532	-0.0450334063	0.0262383582	-0.0208258571	-0.0182823896	0.1187588276	-0.0128924192	-0.1287907875	-0.0528586762	-0.0365591931	0.0680975554	0.0037198547	0.0509342498	-0.1018427611	0.0646449422	0.0099493747	0.0539977289	-0.0737166671	-0.0686652751	0.0865733288	0.004994295	-0.1305345987	-0.0426812678	0.0792047524	-0.0159104399	-0.1234574628	0.0059458023	0.07097315	0.009893058	-0.075259419	0.0690725891	-0.0298635103	-0.0430742344	-0.141309531	0.1028523045	0.0315557884	-0.0081223336	0.0092961984	-0.0234035822	0.0193597135	0.0384139609	-0.0192804367	-0.045873683	0.054902518	-0.1424625983	0.0012838534	0.0970460532	0.0563833319	0.0139750654	-0.0455561873	0.1014516662	0.0673236438	0.0244947866	-0.0161439885	0.0600096074	-0.0714705544	-0.0924223997	-0.0720507754	-0.0579910884	0.0105019347	0.0679319966	0.0921944932	0.0910072525	0.0161162471	-0.0131384641	0.0712134607	-0.0091870219	-0.0836267848	-0.1038078519	0.0548245267082023	0.0141401031140731	0.0030057287287783	0.0001999425160766	0.1202427436195563	0.031918126064042	0.00101876677144	0.0144583173931583	-0.2579753522963273	-0.0413494799977343	0.0665512823924141	0.001709779496083	0.0003600499733983	9.694120516629998e-05	9.397597259094666e-09	1.2963598334411653e-07	0.0013281226471439	4.458648000002335e-08	1.9879541987924815e-15	1.7639097658565205e-06	0.0006777609634372	8.89355059528e-05	7.909524219080525e-09	4.5935992355932163e-07	0.0	0.0	0.0
4286.4908989925625	-4.888173106835893	18374004.227146067	23.894236322393667	3159.307741283876	6.724913284492232	9981225.404136227	45.22445868394009	4095.377505073913	3.841376356423552	16772116.90906543	14.756172311689888	3997.838155995245	3224.274322432992	0.982177	13.376715	0.0917560225144613	0.0474384630826905	-0.078266034	-0.1224107378	-0.0783042923	-0.0347116588	0.0886489821	0.0166986408	-0.1012675267	-0.1082033283	-0.0359884265	-0.0873330292	0.0431774746	-0.117986593	0.0730896521	-0.0020435431	0.060372884	0.1097630454	-0.0148646794	-0.1681979304	-0.0471904874	0.0522521573	0.1078990692	-0.0625447509	0.0405260568	0.1087129089	-0.0553337903	-0.0443123426	-0.0023949438	0.0861491889	-0.0541004004	0.0180356078	-0.0533000779	-0.0399467673	0.0587829729	-0.1245008261	0.0558024654	-0.0851763612	-0.0627128742	-0.0380781934	-0.0038258592	-0.1022681878	-0.0897839521	0.0535084317	0.0316198638	-0.1337165191	-0.1274694094	0.033602211	0.105023839	-0.1344614082	-0.0462980854	0.0123252528	0.0750021831	-0.0045980403	-0.0575216179	-0.1357136334	-0.0641331048	-0.0796242775	0.0117694658	-0.0511769756	-0.0277785149	-0.0511764562	-0.0152117764	0.0857269122	0.0560363546	-0.024728977	-0.0929392063	0.0165410077	-0.1437120831	-0.0326197782	0.0143096216	0.0186064901	-0.0348359486	0.0352653971	0.0986744903	0.0753101791	-0.0702117902	0.0115660214	0.1206654114	0.0221300619	-0.023027495	0.0012139003	-0.0062650562	-0.0141033631	0.1511274518	0.0148385124	0.0282327875	-0.0114687363	-0.0050821127	0.0698462859	-0.0128461567	-0.0868705278	-0.10227815	0.0582665812873415	0.0034420545791392	0.0033949944949143	1.1847739725773147e-05	0.1207806394710644	0.0005378958515081	2.8933194706963535e-07	0.0145879628710392	-0.2766257458862213	-0.018650393589894	0.0765218032871082	0.0003478371810579	-0.000331174658485	-0.0006912246318833	4.777914917222035e-07	1.0967665442265636e-07	0.0009449384296047	-0.0003831842175392	1.46830144571129e-07	8.929086357437966e-07	0.0003696562429813	-0.0003081047204559	9.49285187672083e-08	1.3664573797504992e-07	0.0	0.0	0.0
4281.053937765667	-5.436961226895619	18327422.818058923	29.560547382766316	3146.711994092	-12.595747191875944	9901796.373762451	158.6528473216507	4097.493498878357	2.1159938044438604	16789452.973350402	4.477429780444802	4000.3246471957127	3165.540166929233	1.358937	18.507977	0.1367105109826493	0.081775667552921	-0.0731616225	0.0323016724	-0.0877447571	0.0856328831	0.0925230529	-0.0146523127	0.0886871767	-0.1367060961	-0.1160769644	-0.0537858603	0.0471476975	0.0281009744	-0.0145283219	0.0090086904	0.1547076797	0.1603982349	-0.1399016444	0.0298776899	-0.0608018773	-0.0272636937	0.0774581967	-0.0442430542	0.0689594792	0.0842938503	-0.1190907187	0.1332334	0.0078815653	-0.1772999823	0.1276794901	-0.1621054613	-0.1054469973	0.3003481271	-0.0074908824	-0.0868602475	0.0574284744	0.0654913054	0.2070194681	-0.0857611483	-0.0511174674	0.0363618725	-0.067251349	0.1722260215	0.0517289866	-0.0915041741	0.1179148906	0.0748229694	0.0493538582	0.0004323107	-0.1245743121	-0.0493161483	0.0713424135	0.0937774947	-0.1060206068	0.1171078742	0.0314470177	0.0567590875	-0.014919825	0.3225212048	0.0026830842	0.1614629334	0.0535253819	0.0767714719	0.0625704998	0.0175888523	0.0587410944	0.0638946601	-0.0552164374	-0.1212025891	-0.0817961446	-0.0414111049	0.0363601693	0.0978269789	-0.0699126029	0.0575202727	-0.0334658929	-0.0593651697	-0.0788655112	0.0617157152	0.031907272	0.028522922	0.0842292862	0.1131587647	0.2034451295	0.0894817561	0.1435718983	-0.0132366142	0.1378951469	0.0684578352	-0.0164896405	-0.0898761648	-0.1002501592	0.0582062434077954	-6.03378795461032e-05	0.0033879667716475	3.640659708120059e-09	0.0497537245534971	-0.0710269149175673	0.0050448226427073	0.0024754331069452	-0.2731844002209271	0.0034413456652941	0.0746297165240676	1.1842859988039133e-05	8.174093919643456e-05	0.0004129155976814	1.7049929080861634e-07	6.6815811407152115e-09	0.0006035346479611	-0.0003414037816436	1.165565421205509e-07	3.6425407128952893e-07	0.0008589751140611	0.0004893188710798	2.394329575948099e-07	7.378382465762797e-07	0.0	0.0	0.0
4280.08745430032	-0.9664834653467552	18319148.616458997	0.9340902887886724	3157.6883398032287	10.976345711228532	9970995.651329271	120.480165172405	4089.7726237629167	-7.720875115440322	16726240.114080612	59.6119125482256	3993.165014270376	3175.773749431874	1.089276	14.835331	0.1509082358543046	0.0666733976821114	-0.0939319957	0.0964348356	-0.0591807901	0.1376574769	0.1065564339	-0.0030442188	0.1268006028	0.017280962	0.0100001731	-0.0063712228	-0.0799940861	0.1291828298	-0.139059002	0.027315156	0.054434083	0.1681236172	-0.1765649129	0.1396099108	-0.0082754826	-0.155440274	0.0534114372	0.1606578287	0.0813045262	-0.0555897514	-0.2086021619	-0.0323827373	0.0745029822	0.0171760901	0.0092026945	-0.0823996734	-0.0931862018	0.1063070809	-0.0655176188	-0.0159148154	-0.0712931836	0.1008290451	0.0002295069	-0.0272790068	0.0161635629	0.1441116751	0.0445611118	0.156782216	0.0023200941	-0.0867907692	0.2656841052	0.2007675256	-0.0969327356	0.1197802793	-0.1374342621	-0.0902251006	-0.103534589	0.0204944816	-0.0689235365	0.0417238585	-0.1074214816	-0.0295152611	0.0114559381	0.0500604791	-0.0254177423	0.0685679549	0.156398861	-0.0330377825	0.0480662064	0.0361076294	0.127255725	0.0698692389	-0.0303724763	-0.16577379	-0.0185144794	-0.0567863079	0.0954871446	0.0883177542	-0.1000277295	0.0438194023	0.0973528575	-0.1096189452	-0.1822951976	0.0380571624	0.0503614925	0.0274102863	0.014675408	0.0945136847	0.0985852689	0.0050119761	0.0491932802	-0.1658602572	0.066256391	0.0670485315	-0.0201130341	-0.0926354574	-0.0977337597	0.0843248362703832	0.0261185928625878	0.0071106780120269	0.0006821808931216	0.0952808746818476	0.0455271501283504	0.0020727213988093	0.0090784450801379	-0.3063615915203002	-0.033177191299373	0.0938574247588512	0.0011007260225151	0.0003637089347977	0.0002819679956012	7.950595054339523e-08	1.322841892516776e-07	0.0004372426129033	-0.0001662920350578	2.7653040923664583e-08	1.9118110253850506e-07	0.0013324211146819	0.0004734460006207	2.241511155038305e-07	1.7753460268501569e-06	0.0	0.0	0.0
4284.715164945111	4.627710644790568	18358784.044710606	21.415705811907934	3158.3144809833702	0.6261411801415306	9974950.360789256	0.3920527774690287	4085.6503267623366	-4.122297000580147	16692538.592573188	16.993332560992076	3987.132325818242	3196.43945936287	1.028789	14.011538	0.0522635862108155	0.0232441868343714	-0.080672432	0.0184062938	-0.0223217939	0.0931004835	0.0874295819	-0.0020482869	0.0008238721	0.094900924	0.102101868	0.0133339192	-0.0154796404	0.0936144505	-0.150272936	-0.0070186629	-0.0278724198	0.0847685984	-0.0930982695	0.0499344355	0.0451566272	-0.0327536695	-0.0660147418	0.0085201645	0.0590461829	-0.0432125905	-0.0856071913	-0.0252061302	-0.0557395232	-0.0615635321	0.0615168384	-0.0732664767	0.0796275692	-0.1083976266	0.101729286	0.0125941919	-0.1512555326	0.0130059365	-0.0688921444	0.0032419472	-0.0093623472	0.0996699844	0.0913634282	0.0652841129	-0.0392071578	-0.0492286724	0.1518697335	0.0607869942	-0.0473289485	0.0022835892	0.0895983274	0.0150966293	-0.0629410021	6.08732e-05	-0.1442159818	-0.0617098207	-0.0355953479	0.0030268345	-0.0113696611	0.0798613474	-0.0454401569	0.0077973799	0.002757878	-0.038491735	0.0016754506	0.0192600661	0.094419462	0.0709003325	-0.072721886	-0.1112638771	0.0630697793	-0.0159167832	0.0541271536	0.0385200545	-0.0544849165	-0.0795750649	0.0959145313	-0.0501903379	-0.0013430583	0.0260765566	0.1058138148	0.034322504	-0.0551325888	0.0520872793	0.0100976151	-0.0040719541	0.077995114	-0.1312763369	-0.0376869801	0.0656188043	-0.0237119231	-0.0951408427	-0.0947412111	0.0858221236009484	0.0014972873305652	0.0073654368993764	2.241869350271063e-06	0.1103076182036346	0.015026743521787	0.0002258030208695	0.0121677706337588	-0.3158170355559235	-0.0094554440356233	0.0997403999473314	8.940542191080457e-05	0.0006361243675977	0.0002724154327999	7.42101680276113e-08	4.046542110515737e-07	0.0006038967623325	0.0001666541494292	2.777360552197012e-08	3.64691299555676e-07	0.0012458084704543	-8.661264422759989e-05	7.501750140096792e-09	1.5520387450556824e-06	0.0	0.0	0.0
