global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
4459.496575506712	-6.137100025480322	19887109.706956096	37.66399672275057	3041.066355997721	-43.42886596679728	1886.066399162043	9248084.581581255	4114.0308016263525	1.1411028478905791	1.30211570946399	16925249.43673037	4030.152095926642	3210.7426463173165	0.966418	14.983543	0.0722416218839263	0.0395375845384791	-0.0112320659	-0.0089333666	0.1181472238	0.0487203244	-0.0200686355	0.0573662801	-0.0306456779	0.027472856	0.0647241496	-0.1278199518	-0.0783959376	0.0768211393	0.0119536103	-0.0310490521	-0.133582728	0.0222904305	0.1791313193	-0.0308779093	0.0207295717	-0.0371488788	0.0046718523	-0.0001505935	-0.0362561059	0.1129476697	-0.156550656	0.0791063114	-0.00638407	0.0498820608	-0.0031995405	0.0552088771	-0.0290110749	0.0047448093	-0.0623543116	-0.0313214796	-0.0544631282	-0.0581949822	0.1044137376	-0.0318217248	0.0286395682	0.0353418776	0.0901999877	-0.0812008511	0.0695217396	0.0388506969	0.030126391	0.0418830258	-0.0117971667	-0.0565898716	0.0210279029	0.0293990667	0.0326350955	0.0294187711	0.0622768998	0.0477574751	0.0298580112	0.0789468648	0.0128461567	-0.0597044597	-0.10227815	-0.0044906333166494	-0.0095474997637409	2.016578758460159e-05	9.115475173863255e-05	0.0124956073757971	0.0138244021123341	0.0001911140937635	0.00015614020369	-0.0371308596371307	-0.0337973960599811	0.0011422639804352	0.0013787007373923	-0.0003889988131763	0.0001939815668394	3.7628848273468614e-08	1.5132007665256998e-07	-0.0004840005494852	3.4021806805100015e-05	1.1574833382835498e-09	2.3425653190197558e-07	2.905857436481666e-06	-7.344310531290344e-05	5.393889718002225e-09	8.4440074411558e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4456.946889547884	-2.549685958828377	19864375.57625056	6.50089848864658	3015.7101908365885	-25.356165161132598	642.9351116786344	9094507.955115654	4114.801985259749	0.7711836333965039	0.5947241964186333	16931595.37789757	4031.213530094702	3205.026170112069	0.84758	13.141065	0.0771109102442422	0.0519988637337485	-0.014137251	-0.0533625481	0.1171548368	0.0067645841	-0.0015068955	0.1028827552	-0.0605722428	-0.0570843586	-0.0091302719	-0.0694906626	-0.0398998312	0.0207721421	-0.0031582276	-0.024513013	-0.0386292964	0.0146860646	0.0689787695	0.0331387262	-0.0103497129	0.0204700632	0.0288471471	-0.0095633348	-0.0266741303	0.0438078215	-0.0482400889	0.0294493954	0.0466480651	-0.0464633154	-0.0598341772	0.0039503889	0.051763061	0.0002833595	-0.0983572449	-0.0102794647	-0.0463183321	-0.0544287464	0.0460977426	-0.0120295784	0.0434946644	-0.0152939752	-0.0090364288	0.0513202891	0.0922361382	-0.048270766	0.0723780027	-0.0516737472	0.0790133905	-0.0652335812	-0.0439108655	0.0464698725	0.0067976389	0.0006659955	-0.0271845768	-0.0169875342	0.0181888956	0.0777158551	0.0091870219	-0.0641690889	-0.1038078519	-0.0004117904405376	0.0040788428761118	1.6957136691815066e-07	1.6636959208007983e-05	-0.0013753632191111	-0.0138709705949082	0.0001924038252448	1.891623984483648e-06	0.0119282627553332	0.0490591223924639	0.0024067974899187	0.0001422834523602	-0.0003889992479942	-4.3481790000174376e-10	1.8906660616192649e-19	1.513204149400531e-07	-0.0006860003135324	-0.0002019997640471	4.0803904675124476e-08	4.705964301665511e-07	2.8665686864142803e-06	-3.928875006738554e-08	1.5436058818574874e-15	8.217216033930893e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4459.680381993388	2.733492445504453	19888749.109536696	7.471980949629914	3024.2972993977864	8.587108561197965	73.73843344179939	9146374.155144744	4109.601423736312	-5.200561523436591	27.04584015904911	16888823.861975525	4026.262125593754	3200.543523569812	0.750216	11.6315	0.0939883798932014	0.0683165159028764	-0.0172347848	-0.0064537776	0.1311290646	-0.002349947	0.0161256231	0.1015886093	-0.051761356	-0.002337722	-0.0403964144	0.0116572575	-0.0353785318	0.080890248	-0.0165351286	-0.031578384	-0.0838086425	0.0308758307	0.1013672955	0.0039271731	0.0381648543	0.0124965214	0.0341129333	-0.0232585763	-0.0298836256	0.0839000869	-0.0835450296	0.0559926027	0.0063450848	-0.0137050279	-0.067048688	0.034471381	0.0022794131	0.0115534531	-0.0489080661	-0.0037717625	-0.036536714	-0.0648581405	0.0575471028	-0.0317795053	0.0145675508	-0.0177005519	-0.0421561317	0.0369801314	0.1335517782	-0.055413463	-0.0182100946	0.0779992758	-0.0202140301	0.0158084163	0.0163848398	-0.0168532181	0.0510640472	0.0077168779	0.0470365367	0.0761896155	0.0212322518	0.0764611723	0.0055166942	-0.0684578352	-0.1048318124	0.0084438806569977	0.0088556710975353	7.129912054961991e-05	7.842291058772206e-05	-0.0073621350847901	-0.005986771865679	3.584143737168561e-05	5.4201033006697336e-05	-0.0554672644577465	-0.0673955272130797	0.0045421570883289	0.0030766174264255	-0.0005029989388246	-0.0001139996908304	1.2995929509426794e-08	2.530079324586737e-07	-0.0005650004806854	0.000120999832847	1.4640959549001943e-08	3.19225543174733e-07	2.8578980256654843e-06	-8.670660748796074e-09	7.51803578207129e-17	8.167581125102673e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4458.300302279405	-1.3800797139838323	19876441.58530463	1.9046200169496963	3039.605723470052	15.308424072265552	234.34784757631945	9239202.9541519	4107.256271753556	-2.345151982756761	5.499737822227967	16869554.081858918	4022.0467366274574	3209.746353163798	0.757878	11.750303	0.0828766133080889	0.0514527249811362	-0.0210071627	-0.0231858845	0.1184458721	0.0112902079	0.0099481993	0.0748225669	-0.04145	0.0452207586	-0.0893104775	-0.0318287398	-0.0723745	-0.011969082	-0.0343831973	-0.0346578003	-0.0061147262	0.0079853748	0.0348914222	0.0377601368	0.0158846588	0.0574624532	0.0011564415	-0.040402793	-0.0341932004	0.0031682196	-0.0314354344	0.0212121683	-0.0100026263	-0.057708936	-0.0220158374	-0.053232387	0.0374276523	0.0074853582	-0.0757508415	-0.0091690241	-0.036267463	-0.0505734998	0.0537766358	0.0005298784	0.0159659805	-0.0079668156	-0.0156362388	0.0006372212	0.0591492143	-0.0389497241	0.0257614122	0.0140097004	-0.0142425644	0.0570911048	-0.0790570881	0.0012997454	0.057209727	0.0213357657	-0.0668740974	0.0048329794	-0.021763095	0.0751831987	0.0018396452	-0.0725589432	-0.1053450429	0.0075460407580862	-0.0008978398989115	5.694273112269816e-05	8.061164840774125e-07	-0.0315742400843106	-0.0242121049995204	0.0005862260285078	0.0009969326369016	-0.0109795785392634	0.0444876859184831	0.0019791541983815	0.0001205511448998	-0.0006469988740178	-0.0001439999351931	2.0735981335645774e-08	4.18607542980301e-07	-0.0006860003770319	-0.0001209998963465	1.4640974915863758e-08	4.70596517287909e-07	2.2780797418890707e-06	-5.798182837764136e-07	3.3618924220142573e-13	5.189647310405375e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4459.4159889050825	1.1156866256778812	19886390.96210229	1.2447566467164968	3064.112724812825	24.50700134277304	600.5931148146794	9388786.790359875	4106.600621671758	-0.6556500817978304	0.4298770297615016	16864168.665914867	4021.409517246777	3208.2037448337355	0.7875849999999999	12.210885	0.1637111116748659	0.083552219924793	-0.0236985073	0.0088414636	0.1222889745	0.0251840687	0.045681013	0.0484582031	0.0101897605	0.126485845	0.0094562005	-0.0560893979	-0.0655509445	0.0534119304	-0.0301924651	-0.0362163332	-0.0412824688	-0.0039719304	0.0794019351	0.0094948142	0.0554266813	0.0033003346	0.0239400277	-0.0399465212	-0.0369636878	0.0224843299	-0.0867550434	0.0397287959	-0.0440536018	-0.0153739279	-0.0247700415	0.0196516009	0.0035351863	0.0154625831	-0.0371518385	0.0155296462	-0.026885341	-0.0415068753	0.0613442387	-0.0127963289	0.0382385503	0.0288115669	0.064622271	-0.0846207537	0.0370278581	-0.0888889572	0.0281674164	0.0433050701	-0.0302911433	0.0181146994	0.0196743331	-0.0988624724	0.0166872673	0.0127514639	0.1209504398	0.0372196407	0.0005313963	0.0738823236	-0.0018396452	-0.0764611723	-0.1053450429	0.0242378723447842	0.016691831586698	0.000587474455802	0.0002786172417186	-0.0111484240232186	0.020425816061092	0.0004172139617615	0.0001242873582014	-0.0779877249118499	-0.0670081463725865	0.0044900916802899	0.0060820852369263	-0.0014156443389908	-0.000768645464973	5.908158508235595e-07	2.0040488945166997e-06	-0.0006852032085735	7.971684584000879e-07	6.354775510679726e-13	4.695034370394193e-07	-0.0004199856399165	-0.0004222637196583	1.783066489397386e-07	1.76387937736072e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4465.022612430774	5.606623525691248	19936426.92951813	31.43422735883456	3025.721579996745	-38.39114481608021	1473.8800002892426	9154991.079657998	4114.2474999061	7.646878234341784	58.47474673085012	16927032.49048359	4031.618273709728	3216.5626047919777	0.8695939999999999	13.482363	0.1556585347939669	0.0793089990389262	-0.0175378525	-0.0500455448	0.1039160601	0.017571234	0.0219686592	0.0472975864	-0.0847744221	-0.0645761727	0.0691505828	-0.1387565154	-0.0420337901	-0.0660805127	0.0082784079	-0.0512947351	-0.0725718629	0.0141618637	0.0398471732	0.0034425468	0.0010261488	0.0592627789	0.0520086768	0.0015791193	-0.0476386971	0.076023352	-0.0420057513	0.0145972447	0.0132886386	-0.0053447568	-0.0463315827	-0.034046337	-0.0300910594	0.0083516274	-0.0872362863	0.0100760512	-0.0388839737	-0.038926426	0.0578210872	0.0015394946	0.0284963917	0.0062013232	0.0189830202	-0.034787681	0.0403586174	-0.0040401833	0.0615252255	-0.0265497351	0.020092491	-0.067969094	-0.0471075149	0.0565879646	0.0682327045	0.0140348992	0.0038790157	-0.01360614	-0.015582014	0.0725589432	-0.0055166942	-0.0801538266	-0.1048318124	-0.0026417256903386	-0.0268795980351227	6.978714622994952e-06	0.0007225127905297	-0.0275427798947589	-0.0163943558715402	0.0002687749044427	0.0007586047243311	-0.0093057136785006	0.0686820112333493	0.0047172186670579	8.659630706623317e-05	-0.0011679995203964	0.0002476448185943	6.132795617665325e-08	1.3642228796462206e-06	-0.0004810013700871	0.0002042018384863	4.1698390841225775e-08	2.3136231802566734e-07	2.219096081790554e-06	0.0004222047359982	1.7825683909938624e-07	4.9243874202181896e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4485.30539969429	20.282787263516184	20117964.528526757	411.3914591770544	3047.5484641520184	21.826884155273547	476.4128719277314	9287551.641355326	4118.529551970653	4.282052064553682	18.335969883548447	16962285.67045559	4037.8647023428857	3245.1807874130086	0.875897	13.580084	0.1449766467198023	0.0849100831981675	-0.0304031319	-0.0447274681	0.0368310676	-0.0155172641	1.3363e-06	0.0392828273	-0.0531277782	-0.1215271117	-0.0215442834	-0.021709771	0.0011586877	-0.0325121788	0.0238999843	-0.0348420764	-0.0713296382	0.0480208154	0.0604177318	0.0126530952	-0.0098503762	0.0438390996	0.0473707245	0.0247236294	-0.0335840826	0.0864168828	-0.0294282692	0.0523575356	0.0770086372	-0.0149710593	-0.0922757381	-0.0053365003	0.0174573271	0.0268602877	-0.0379740576	0.0243514463	-0.0307377329	-0.0457011763	0.03425129	-0.0423693636	-0.0045626028	-0.0154405334	-0.0326026852	0.0750817581	0.0631124635	-0.0509583577	-0.006271831	0.0649441508	0.0524541853	0.0544473168	0.0250081575	-0.0691411972	-0.0032244377	0.0104487033	0.0515208693	0.082490014	0.049065899	0.0712134607	-0.0091870219	-0.0836267848	-0.1038078519	0.0161886516693527	0.0188303773596913	0.0002620724428716	0.0003545831115083	-0.0054777368187615	0.0220650430759974	0.0004868661259456	3.000560065561536e-05	-0.0873937937854947	-0.0780880801069941	0.0060977482547963	0.0076376751922215	-0.0011205911001984	4.740842019800018e-05	2.2475583056701514e-09	1.2557244138438604e-06	-0.0006853519985308	-0.0002043506284436	4.1759179345335125e-08	4.697073618901617e-07	-0.0002658847788189	-0.0002681038749006	7.187968773676512e-08	7.069471560757535e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4486.51641266967	1.211012975380072	20128829.521154325	1.466552426538895	3123.11216389974	75.56369974772178	5709.872719563849	9753829.588298518	4116.228344517896	-2.3012074527568984	5.295555740623893	16943335.78421254	4033.886575418044	3294.8422925612504	0.949957	14.728324	0.1101881195686872	0.0475210400845526	-0.0372399965	-0.0406693579	-0.0397230494	-0.0120621302	-0.0028927332	-0.0497266379	0.0326934615	0.0362603272	-0.0961880718	-0.0304397529	-0.0579681225	-0.0255517231	0.0135093116	-0.0322840563	-0.0183324837	-0.0025049235	0.0213490179	-0.0245901271	0.0437564403	0.0571437657	-0.0344013001	0.0055263929	-0.0297892161	0.0225547911	-0.0284851108	0.0075157908	-0.0983906235	-0.0117814845	0.042566047	-0.1053886638	-0.0115632004	0.0272213899	-0.0261524993	0.0201617119	0.0007196987	-0.0190793173	0.0204603378	-0.0159992002	-0.0266654544	0.0023847665	0.0034446408	0.0153716615	-0.1076701649	-0.0091611028	0.0029067373	-0.0122661684	0.0228159036	0.0566439892	-0.0544710798	-0.0322125588	0.0856734373	0.0140442945	0.0080454842	-0.0323847848	-0.015964027	0.0698462859	-0.0128461567	-0.0868705278	-0.10227815	0.0338133015216612	0.0176246498523084	0.0011433393597947	0.0003106282824164	-0.0315611171580343	-0.0260833803392728	0.0006803427299231	0.0009961041162631	-0.108067885666756	-0.0206740918812613	0.0004274180751148	0.011678667912483	-0.0009049990572758	0.0002155920429225	4.6479928971540186e-08	8.190232936700866e-07	-0.0011180010203037	-0.0004326490217729	1.871851760410474e-07	1.2499262814001145e-06	1.994106402492999e-06	0.0002678788852213	7.175909714745624e-08	3.9764603444635695e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4479.431980962121	-7.084431707548902	20065310.872066237	50.189172618924246	3109.788598429362	-13.323565470378073	177.51739684345085	9670785.126921255	4120.640576484876	4.4122319669795615	19.46779093043633	16979678.76057361	4037.5683768557046	3270.547256760288	0.851001	13.1941	0.1574569751330082	0.0815283805886861	-0.0362851931	0.0056353032	-0.0241079546	0.0140133449	0.0435681201	-0.0413177705	0.0492857723	0.096329524	0.0554355863	-0.1049251153	-0.0301048065	-0.0094497542	0.0446009392	-0.0287965679	-0.0139036513	0.0010860585	0.12281448	-0.0702444755	0.0460128295	0.0440846892	0.0002366901	0.0346639389	-0.0337389619	0.0117112259	-0.1140428685	0.0582929101	-0.070229273	0.0576926498	-0.0107891629	-0.0348125426	-0.0694366031	0.0350746944	0.014607127	0.0428882345	-0.0044352672	0.010339106	0.0423907482	-0.0195367182	-0.0454543613	0.0242396629	0.0657990465	-0.0674048049	-0.0336235811	0.0439320964	0.0389851768	0.0307568813	0.0423225689	-0.0128241215	-0.0027290009	-0.1320783913	0.0726040102	0.0382248936	0.0663208467	0.0184492766	0.005521216	0.0684578352	-0.0164896405	-0.0898761648	-0.1002501592	0.0334765154023131	-0.000336786119348	0.0011206770834813	1.1342489018555233e-07	-0.0088821803693974	0.0226789367886369	0.0005143341738629	7.889312811450852e-05	-0.1628179523429196	-0.0547500666761636	0.0029975698010443	0.0265096856051412	-0.0019430431199182	-0.0010380440626424	1.077535475987139e-06	3.775416565861452e-06	-0.0006858820781059	0.0004321189421978	1.8672678020614574e-07	4.704342250668679e-07	-0.0001216665997345	-0.0001236607061369	1.5291970242299743e-08	1.4802761490955037e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4468.78816124839	-10.643819713731318	19970067.63011377	113.29089809841544	3058.832784830729	-50.955813598633085	2596.4949394986406	9356458.005555311	4119.536974002153	-1.1036024827226356	1.2179384398715651	16970584.88017082	4038.165293269261	3251.384742270767	0.972005	15.070171	0.1691634130122134	0.11565535740335	-0.0353502204	-0.0674367656	0.0260743827	0.0007337965	0.0626490261	0.0182310773	-0.0239011513	-0.0444211569	0.0725855101	-0.1219611742	-0.0050695844	-0.0286338177	0.0328571493	-0.0270705433	-0.0159610635	0.0115088421	0.0529768449	-0.0256753069	0.0322754865	0.0753732493	-0.0113775895	0.0272198474	-0.0281976976	0.0249776224	-0.0413753016	0.0283115162	-0.0328266652	-0.015172696	-0.0299389605	-0.0743295126	-0.0140276011	0.0211247491	-0.0745102676	0.0499306348	-0.0332648915	-0.0006676103	0.0078126195	0.003081496	0.0326568763	0.0156153123	0.0302296188	0.0211534463	-0.0180113486	-0.0324933448	0.0807019163	-0.0695025224	0.079400651	-0.0831207701	-0.0704118618	0.006849573	0.0380033662	0.0074739587	-0.0001136967	-0.0778149497	-0.0210966098	0.0670485315	-0.0201130341	-0.0926354574	-0.0977337597	0.0160184821561131	-0.0174580332462	0.0002565917705857	0.0003047829248254	-0.0270217796965539	-0.0181395993271565	0.0003290450637497	0.000730176577969	-0.0514061139660526	0.111411838376867	0.0124125977305131	0.0026425885530907	-0.0021680627657564	-0.0002250196458381	5.063384101314892e-08	4.70049615625929e-06	-0.0005622663416433	0.0001236157364625	1.528085030119097e-08	3.161434389449401e-07	-0.0002161100586735	-9.4443458939e-05	8.919566936362578e-09	4.670355745986362e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4473.874632059383	5.086470810992978	20015554.22338448	25.87218531108356	3053.72729695638	-5.10548787434891	26.06600643512375	9325250.40417652	4119.371213733641	-0.165760268512713	0.0274764666174067	16969219.196537368	4037.5268716727737	3220.8935373573822	1.143615	17.730852	0.2583066138668315	0.1597492507788636	-0.0224407358	0.0566180559	0.0395356509	-0.0561056592	0.036184304	0.0712018745	0.0267793124	0.0398137891	-0.0182388216	0.0919400991	0.0216090559	0.0743346386	0.0210780619	0.0016484365	0.0975444569	0.0178247031	-0.0173356825	-0.0873203109	-0.0079061855	-0.0133816875	-0.0330334819	0.0232841126	-0.0074142609	-0.0962697701	0.0454117509	0.0068680039	0.0171380593	0.0750008058	0.0066747317	-0.0039124183	0.0546707066	0.0312569606	0.0641437272	0.0020256521	0.0327933434	-0.0364269512	-0.0089461181	-0.0153974236	-0.0177239854	-0.1026419087	-0.0537723237	0.0526270605	0.0269996578	-0.1035016922	0.0266876409	0.0053822456	-0.044390213	0.0217981949	0.0009150241	-0.0269325255	0.032993315	0.0846318645	0.0816470305	0.10845338	0.0534092708	0.0656188043	-0.0237119231	-0.0951408427	-0.0947412111	0.0333548597625252	0.0173363776064121	0.0011125466697777	0.0003005499885121	-0.0351801764242054	-0.0081583967276515	6.65594371657547e-05	0.0012376448132382	-0.1839331323771205	-0.1325270184110679	0.0175634106089275	0.0338313971860593	-0.0006571670667971	0.0015108956989592	2.2828058131337107e-06	4.318685536827041e-07	-0.0009053793203543	-0.000343112978711	1.1772651615993518e-07	8.197117137252142e-07	-0.0003677978034372	-0.0001516877447637	2.3009171911497405e-08	1.3527522421322926e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4479.177708218319	5.303076158936165	20063032.941799916	28.122616747477142	3088.7395251464845	35.01222819010445	1225.856122835945	9540311.85420213	4114.902269933978	-4.468943799663066	19.97145868454696	16932420.691107802	4029.413068628656	3291.7464963702955	1.297303	20.113655	0.2125337734194494	0.0996488874164506	-0.0492151087	0.085363469	0.02290225	-0.0328525796	-0.1431177717	0.0138380374	0.0842427811	0.121103924	-0.0036194285	0.0454596554	-0.0546497875	-0.0258285612	0.0254416603	-0.0576420687	0.0095432577	-0.0785699025	-0.01516945	-0.0936685619	0.0426730533	-0.0707481489	-0.083438447	0.0112876491	-0.0650239229	-0.0287817438	-0.0385969232	-0.065067607	-0.1227911334	0.078174635	0.1287477545	-0.0280669921	-0.0592486404	0.0245500214	0.0667934921	-0.0764431867	0.1048914928	-0.0733678284	0.0140879602	-0.05959777	0.0618576297	0.1796512957	0.0271087406	-0.0258947259	-0.1836631798	-0.0409961158	-0.0612960392	0.062356896	-0.0394690465	-0.0099933833	-0.1662696983	-0.0785222953	0.0643596745	0.0701473456	0.1060768702	0.184581613	0.1245091274	0.0641690889	-0.0272819228	-0.0973854535	-0.0912870929	0.0501047761068491	0.0167499163443239	0.0025104885887174	0.0002805596975418	0.0204166868388853	0.0555968632630907	0.0030910112046948	0.0004168411014771	-0.2401790583743803	-0.0562459259972598	0.0031636041912892	0.0576859800816039	0.0004539378173965	0.0011111048841936	1.2345540636788731e-06	2.0605954206269819e-07	-0.0012080233486304	-0.0003026440282761	9.159340785118482e-08	1.4593204108362052e-06	-0.0001027253596114	0.0002650724438258	7.02634004757819e-08	1.0552499507291453e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4461.227704623334	-17.95000359498499	19902552.632498786	322.20262905997413	3056.353076985677	-32.386448160807504	1048.8820244726717	9341294.131199816	4110.450104542268	-4.452165391709968	19.821776675139976	16895800.06193154	4027.4225743754873	3235.772186831651	1.235217	19.151064	0.1149470188556738	0.0574904752842591	-0.0133923005	0.1055535493	0.015887729	-0.0503090162	-0.038682528	0.0276750313	0.0402527457	0.0177213913	0.1384990778	-0.0083812801	0.0218605622	-0.0590943284	0.008569249	-0.0452104189	0.0340554788	-0.1016368737	0.0075332019	-0.1960265403	-0.0496604215	-0.0714580922	-0.0272443136	0.0019209436	-0.0511882299	-0.0570029318	-0.0399865132	-0.0780605232	-0.0346821236	0.2103417655	0.0303160626	0.015688441	-0.0477193011	0.0201223065	0.0843124133	-0.1043315235	0.1366987411	-0.09793306	-0.040218774	-0.1044125506	0.237134689	0.2989078294	0.0910398445	0.0890316963	-0.0661996363	0.0008540192	-0.0531749419	0.0033190038	0.0915151428	-0.0665833492	0.0232448483	-0.0230873005	0.0275218685	-0.0585666961	-0.0766799416	0.0630557174	0.1081760359	0.062699827	-0.0308186837	-0.0993631376	-0.0873882332	0.0653198273886346	0.0152150512817854	0.004266679850081	0.0002314977855073	0.0281432046430012	0.0077265178041158	5.969907737731995e-05	0.0007920399675778	-0.2644680603148828	-0.0242890019405024	0.0005899556152657	0.0699433549267164	0.0003305744719198	-0.0001233633454767	1.521851500720364e-08	1.0927948148505465e-07	-0.0021450688414499	-0.0009370454928195	8.780542556133398e-07	4.601320334559217e-06	-0.0003966454779006	-0.0002939201182892	8.63890359351373e-08	1.5732763513899537e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4453.788596491536	-7.439108131798093	19836232.86223805	55.34032979658452	3040.833294270833	-15.51978271484404	240.86365551597189	9246667.123546006	4103.027087611011	-7.423016931256825	55.10118036172549	16834831.28166969	4023.119226457223	3207.1728512402933	1.40989	21.859234	0.2923501880848266	0.151501204184921	0.0303526114	0.1434009559	0.0475625747	-0.0336909032	-0.1206763552	0.0899044733	0.013451531	0.0133275531	0.1142486494	0.0995971305	0.0145443922	0.0261397381	-0.0517231408	0.0155053316	0.0668908237	-0.0514903193	-0.0187801163	0.010556455	-0.1305143725	-0.2912439825	0.2131315685	-0.0429396563	0.0147552395	-0.0908660268	0.0258012286	-0.0621457279	0.1408288704	0.1043351696	0.0297826404	0.2867982525	0.052770717	0.0122965585	0.1002726062	-0.1717530431	0.1281227084	-0.1513359511	0.0102461837	0.0301764555	-0.007545033	-0.0928578382	0.0154315513	0.0795641494	-0.0075552394	-0.0485075879	-0.0250611074	-0.1738510592	0.0355679133	-0.0205364281	-0.0440953885	0.0821968031	0.0168597917	0.1527057855	-0.0589145927	-0.0208715532	0.0195103472	0.0612114661	-0.0343178967	-0.1010684743	-0.0830636267	0.111843422379934	0.0465235949912994	0.0125089511296563	0.0021644448909144	0.0096829625312011	-0.0184602421118001	0.0003407805388262	9.375976338064442e-05	-0.2760782071435699	-0.0116101468286871	0.0001347955093836	0.0762191764596078	0.002747120045476	0.0024165455735562	5.839692509074065e-06	7.546668544256061e-06	-0.0032750019678753	-0.0011299331264253	1.2767488701934784e-06	1.0725637889587089e-05	0.0003719999051786	0.0007686453830792	5.9081572492897e-07	1.383839294528874e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
