global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
4453.15628731154	-3.9652079708776	15.722874252311254	19830600.9192223	3413.46330628214	-14.573790731309144	212.39537627999235	11651731.7433346	4435.432852097855	-6.891690865356395	47.49540298363678	19673064.585468914	4361.1552127878285	3460.639797169967	1.02877	13.529299	0.060907859508847	0.0286658038382487	-0.0128907388	0.0889932527	-0.0938423143	-0.0410882257	0.107276257	-0.0123328857	-0.0984347921	-0.0072730642	-0.0133456634	0.0312039864	-0.0422306069	-0.0097137261	0.020995938	-0.0882236923	0.0276319717	0.0355714976	0.0548495597	-0.1311954019	-0.032312624	0.0028211715	0.0430649204	-0.047450749	0.079221451	-0.0544286878	0.0001370821	-0.0560175519	0.0563699409	-0.0479377907	0.0885921246	0.0885751541	-0.1310943993	0.0703832226	-0.0349259938	0.0524331764	-0.0374603187	0.0526568106	0.1024036102	-0.1082707344	-0.023165741	0.051121666	0.0620800431	0.0138414802	-0.0181002583	-0.0971323709	-0.0270570546	0.0606267741	0.0378083609	0.0800466931	-0.1132921219	-0.0879830204	0.0415747721	-0.0052051821	0.0624940481	0.0859505575	0.0355775426	-0.0489551123	0.0254921507	0.0381325976	0.0672769836	-0.0530392381	-0.0510907568	0.1216163937	-0.083560289	0.0859853723	-0.0023706782	0.013219022	0.0376227351	-0.0119483462	0.0769054145	-0.0547153903	-0.0466685438	0.0008081202	0.0109792807	0.0334503424	0.090582056	-0.0559068118	-0.0843506629	-0.0317239159	-0.0560611922	-0.0328061409	0.0818692667	-0.0074961701	0.0576124501	-0.0294548521	0.0042652284	-0.0162086704	-0.02125312	0.0014711564	-0.0167855493	-0.0235008154	-0.0030514435	-0.0637021183	0.0343179619	0.0019956975	-0.0317804321	0.0764611723	0.0055166942	-0.0684578352	-0.1048318124	0.0232429165162528	-5.939352770669912e-05	3.5275911334464357e-09	0.0005402331681814	0.0903906536575078	0.0086157698288928	7.423148974446109e-05	0.0081704702686315	0.0195523022299681	0.0247131589198374	0.0006107402237971	0.000382292522492	0.0008970440915438	0.0003999962918102	8.046881021736415e-07	1.599970334619107e-07	-0.0002823606639734	-4.8463299560300014e-05	7.972754455949934e-08	2.3486914042713755e-09	0.0003111269849727	-0.0001019311532777	1.0389960008521978e-08	9.680000077820269e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4454.19332078509	1.0370334735498543	1.0754384252628768	19839838.138926502	3418.56327375581	5.099967473669949	26.009668232491443	11686574.85667204	4434.7050251663295	-0.7278269315256694	0.5297320422540713	19666608.66023549	4362.970363127056	3462.980594404228	1.072927	14.110012	0.031518427019337	0.0229010215403205	-0.0085226841	0.0288782906	0.1227687276	-0.1220710729	-0.100397532	-0.0047516765	-0.0955689189	-0.0251992688	0.0212456714	0.1022014797	0.0027136003	0.0148509646	-0.0057904593	0.0376085588	0.1001849108	-0.0762407358	-0.0644497848	-0.0739835248	0.0224635206	-0.0411672616	0.020355868	-0.1239549419	0.0421969893	-0.1057618685	0.0516366115	0.0660765291	0.0679062396	-0.0599397365	0.0031332441	-0.1149444637	0.0291957365	-0.1181550115	-0.0613138685	0.0404869349	0.0124131995	0.0321363873	-0.0577973527	0.0158051104	0.0355545951	0.0642310252	-0.0907064366	0.0203681661	0.0259042885	0.0627167419	-0.0928635841	0.0449968809	0.0141093891	-0.0858147593	-0.0147859883	-0.0480422866	-0.0619524918	-0.0046776617	0.1146091384	-0.0020432567	0.013688051	-0.0916119957	0.0122150872	-0.1392046298	-0.0266294781	-0.1002709148	0.0010532311	-0.0787019101	-0.0354605158	-0.1097705881	-0.0848729988	0.0590882308	0.0072411162	0.0209394196	-0.0441831953	0.0587986711	0.0815242205	-0.0058894021	0.0029860034	0.0561307465	0.0150608889	-0.016476093	0.1072084025	0.0112472221	-0.0404064403	0.0174670237	-0.0290116871	-0.0072052451	0.0827981439	-0.0627695818	0.0466681726	-0.0259609409	0.0197694449	0.0361105533	-0.0115307618	0.0879741929	-0.0016619023	0.0806060011	-0.010818814	0.0013232528	0.0083137255	0.0751831987	0.0018396452	-0.0725589432	-0.1053450429	0.0233414558616118	9.8539345359e-05	9.710002583780272e-09	0.0005448235617395	0.0903678326642847	-2.2820993223093836e-05	5.207977316884945e-10	0.0081663451804401	0.0196758012038031	0.0001234989738349	1.5251996538297622e-08	0.0003871371530115	0.0004970833451709	-0.0003999607463729	2.4709185204629217e-07	1.5996859863916724e-07	-0.0004058973537883	-0.0001235366898148	1.6475266181234436e-07	1.5261313730422812e-08	0.0004131009029233	0.0001019739179506	1.0398679942195704e-08	1.7065235599604577e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4454.372453834821	0.1791330497308081	0.0320886495058601	19841433.95748244	3435.405487060547	16.842213304737015	283.66014900226054	11802010.860525712	4438.379509217347	3.674484051017316	13.501833041180626	19699212.667840417	4367.043077028508	3468.738858857613	0.988486	12.999525	0.0175235866391463	0.0179994707654894	-0.0164723316	-0.0968199416	-0.0120728872	0.0831221042	-0.0395446289	-0.0444923936	0.0629578125	0.0210557226	-0.0309848976	-0.0795021599	-0.0318963336	-0.0053440699	0.015783529	0.0681832184	0.0010692696	0.0622756624	-0.0951669183	-0.0045814937	-0.0054733757	0.0588857548	0.0709717552	-0.0095664379	0.0388632229	-0.0385604491	-0.0647649825	0.0697937525	-0.0343481341	0.0616326563	-0.0210676036	-0.0255110173	-0.025010427	0.0292533053	-0.0630801956	-0.0196425066	-0.0476601254	0.016197092	0.0273298606	-0.0426041925	0.03192308	0.045928273	0.0521440894	0.0027246761	0.0008276544	0.0483462728	0.0002473094	-0.1033755238	0.050211033	-0.0698447662	-0.0440073724	0.0065174519	0.0328132993	-0.0352274404	0.0220386823	0.080736479	0.040637276	-0.040384125	-0.1062581135	0.0195000992	-0.0006795513	0.1099897908	0.0221980605	0.0457005348	0.018660961	-0.035579737	-0.0093261091	0.0634600029	-0.0555411233	0.0205218029	0.028710831	0.0159193992	0.087019597	-0.0056779022	-0.0133467954	0.0291070341	-0.042645701	0.1228253508	0.003869131	0.0434257768	0.0338920506	0.0107334907	0.0188920327	0.0030314682	-0.016212117	0.0066180326	0.0101644676	0.006286131	-0.0539998532	-0.0063409458	0.0165424316	0.0578265407	0.0457781584	0.0344902882	0.0437556651	0.0331014196	-0.0498472058	0.0738823236	-0.0018396452	-0.0764611723	-0.1053450429	0.0232509847178761	-9.047114373569864e-05	8.185027848845444e-09	0.0005406082903509	0.090348786068958	-1.904659532669939e-05	3.62772793539047e-10	0.0081629031441343	0.0196819724890247	6.1712852216025404e-06	3.8084761286369916e-11	0.0003873800410587	0.0004970119378114	-7.140735950000691e-08	2.47020866327043e-07	5.099010990763228e-15	-5.789732000405223e-05	0.0003480000337842	3.352099663651627e-09	1.2110402351383758e-07	0.0004130143917698	-8.65111535000053e-08	7.484179679901478e-15	1.7058088780897785e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4450.380736782792	-3.9917170520284335	15.933805023454576	19805888.70232735	3423.099639892578	-12.30584716796875	151.4338745214045	11717611.144632695	4436.512416096852	-1.867093120495156	3.486036720600338	19682642.418181524	4364.307894565515	3448.263734050493	0.974381	12.814029	0.0379953621334252	0.0293110860162033	-0.0153375101	0.0411209357	-0.102833221	0.0508950506	0.1138250251	-0.0394682923	-0.025004074	-0.0103570411	-0.0688081336	0.0736303131	0.0049715552	-0.0124460003	0.0400254703	-0.0968277407	-0.0314258775	0.0655868309	0.0281298082	-0.1086165071	-0.0092855993	0.0214795886	0.067901888	-0.0062065063	-0.0108862558	0.0225035661	-0.0753825876	0.0033322133	-0.0345165458	0.0791669598	0.0352878527	0.1252503815	0.0062389424	-0.0924086766	-0.054616792	-0.0632325255	0.0262076055	-0.0176382318	0.0409448161	-0.0849147084	0.0210065383	-0.1778875592	0.0297929998	0.0859928745	-0.0204192429	-0.1060955364	0.0098966092	0.0097769574	-0.0035494743	0.0676229752	-0.0948899178	-0.0849825007	0.0523436061	-0.0522568175	0.0106077001	0.0138906875	0.0195018417	0.0546149858	-0.0347477429	0.037199246	0.0203907188	0.0568104178	0.0646640255	-0.0617278525	-0.0885985389	-0.0291620823	0.0808839696	-0.0117719183	0.0188649355	0.1245869718	0.0400629589	-0.0999583602	-0.1034906275	-0.0036323256	0.0006556352	0.0328452553	0.0578518794	-0.0007437157	-0.1152129949	-0.0212397429	-0.0542542658	0.023240357	0.1225772161	-0.0265409244	0.0277688633	-0.0132624137	0.022514545	-0.0297779096	-0.008335587	0.0230151722	-0.0088486571	0.0006372339	-0.0243117042	-0.016478562	-0.0389058219	0.0278245617	-0.0843034477	0.0725589432	-0.0055166942	-0.0801538266	-0.1048318124	0.0232114523111874	-3.953240668870192e-05	1.5628111786009243e-09	0.0005387715183945	0.0903966178616002	4.7831792642200055e-05	2.287880387366423e-09	0.0081715485208161	0.0094984953031627	-0.010183477185862	0.0001037032075949	9.022141302420388e-05	0.0009480334559086	0.0004510215180971	8.987674335220033e-07	2.0342040978670285e-07	-0.0001613038165755	-0.0001034064965714	2.6018921241822547e-08	1.0692903533180836e-08	0.0004130767920658	6.240029600001508e-08	3.8937969408894975e-15	1.7063243614337217e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4453.183670146273	2.802933363480406	7.856435440111582	19830844.800057422	3431.5455492236947	8.445909331116582	71.33338442944215	11775504.856396949	4439.2935312195405	2.7811151226887887	7.734601325648276	19707327.056327656	4367.410921480949	3448.291917414004	0.917152	12.061414	0.022739717325989	0.0146998801131697	-0.0091920077	0.1040443969	0.0202006739	-0.1110619447	0.0130321383	-0.0082045851	0.0140148092	-0.0321796853	0.0691884882	0.0436304294	0.0460491089	-0.0301004969	0.0214133594	-0.031050851	0.0290869557	-0.0478259781	0.0399277157	-0.0287971216	0.0137538563	-0.0080847818	-0.0307831864	-0.073125113	-0.0633997974	-0.0166866028	-0.019875874	0.0699769306	-0.0821425201	0.0409805714	-0.0479815722	-0.0011772642	-0.1144182686	0.0701109532	-0.0172409397	-0.0269964508	0.0163635315	-0.0471120255	-0.0279954173	-0.0697467899	0.0423254443	-0.1051472982	-0.0068639002	0.0012946852	-0.0266885125	-0.0073521413	-0.053624814	0.0664092028	-0.0350333447	0.0192612422	-0.013127358	0.008956424	-0.0132767407	0.01296412	0.0601298219	-0.068552832	-0.0292403202	-0.0514024119	-0.0680858088	0.0170341252	0.0378456844	0.0720999365	-0.0704946466	-0.0144003848	-0.0056463836	-0.0147866753	-0.0439012842	0.0352605185	0.0130217577	-0.044996353	-0.0534314178	-0.1630908652	-0.0653659279	6.6889e-06	-0.0088759923	0.0597727486	0.1099139785	-0.0572253206	0.0366741134	-0.0258791841	-0.0331297257	-0.0304922182	-0.0593042214	0.0226033486	0.1129790488	0.0078667955	0.0098143128	-0.0019840289	-0.0055573496	0.0117873859	-0.1209778769	0.0170976933	-0.0100849158	0.0335199933	-0.0101862091	-0.0638255381	-0.0750841939	0.0712134607	-0.0091870219	-0.0836267848	-0.1038078519	0.0132821979006365	-0.0099292544105508	9.859009314944447e-05	0.0001764167810716	0.0903707279617123	-2.588989988790147e-05	6.702869162055604e-10	0.0081668684723298	0.0093725074421229	-0.0001259878610398	1.5872941129384266e-08	8.784389575264913e-05	0.0009479812030491	-5.2252859499999846e-08	8.98668361334419e-07	2.730361325926724e-15	9.169570819000938e-05	0.0002529995247655	8.408102900467353e-09	6.400875953157359e-08	0.0004129568666006	-1.199254652000021e-07	1.4382117203436917e-14	1.7053337367258578e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4462.455974906984	9.27230476071145	85.97563557551221	19913513.32798304	3429.6407014870947	-1.9048477366000045	3.6284448996301593	11762435.34129689	4438.995919990179	-0.2976112293617916	0.0885724438422369	19704684.777689453	4367.978190618147	3475.66676004756	0.934812	12.293659	0.033418918538056	0.0204594391525566	-0.010447597	-0.0162708422	0.0937072548	-0.0359947457	-0.0837963842	-0.0164456808	-0.0286381829	0.0298764389	0.0107684175	-0.0713689004	-0.0253675735	-0.0207773557	0.0091584167	0.1068163083	0.0561035423	-0.0899986003	-0.0228275276	0.0078566429	-0.0197730079	0.0469825033	0.0253055325	-0.0848956803	0.0226195819	0.0554443473	-0.0502830315	0.0763413163	-0.0870655794	0.074343592	0.0100645802	-0.0720932961	-0.1151252137	-0.0803479782	-0.1176658119	-0.0509886117	0.0351317769	-0.0186111779	-0.043617017	0.0002338874	0.0411210135	-0.0330796831	-0.0252816938	0.039598335	-0.010757762	0.1152727222	-0.0712407102	-0.0249658666	-0.0431947575	-0.0879576515	0.0070282181	0.011019488	0.0596099175	-0.0060074971	0.0541305218	-0.0626225458	0.0429661647	-0.0186811815	-0.0675399062	-0.0400195593	-0.0216316133	0.0523892781	0.0192115187	0.0255035827	-0.0558257692	-0.0798278806	-0.0462617865	0.1350691205	0.0139061113	0.0611643993	0.0941089748	-0.0413883588	-0.0114386464	-0.0073000048	-0.0120688357	0.0723972174	-0.0046367768	0.0394239269	0.1076782644	0.0151342594	-0.0007130648	-0.0227320233	-0.028501823	0.0035454531	0.0073526732	-0.0596684069	-0.0020128423	-0.0095658544	0.0190046777	0.0691814424	-0.0070850343	0.0625244588	-0.0280013925	0.051452214	0.010734638	0.0448214727	-0.0097386037	0.0698462859	-0.0128461567	-0.0868705278	-0.10227815	0.0121291471984363	-0.0011530507022002	1.3295259218443742e-06	0.0001471162117613	0.090138964238136	-0.0002317637235763	5.371442356595435e-08	0.0081250328739239	-0.0099083917992004	-0.0192808992413233	0.000371753075554	9.817622804646172e-05	0.0006929812541169	-0.0002549999489321	4.802230185574316e-07	6.50249739554246e-08	9.164300419728376e-05	-5.2703992725624774e-08	8.398440218303371e-09	2.7777108492227083e-15	0.0004129683110948	1.1444494199975425e-08	1.3097644749327112e-16	1.7054282596849148e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4465.6474991865625	3.191524279578516	10.185827227139166	19942007.5869912	3462.993668954584	33.35296746748918	1112.4204388873916	11992325.15121953	4444.72220892807	5.726288937891695	32.7903850002208	19755555.514538422	4372.724963421738	3490.06752568038	0.860735	11.319487	0.0593953907170593	0.0319557156918033	-0.0168941233	-0.1198618416	0.0499868917	0.0838345196	-0.0794063393	-0.0723391827	0.1110429459	-0.095176271	-0.059148865	-0.0747768724	0.0278425999	-0.0483992486	0.0355268304	0.0400337904	-0.0556605046	-0.0103862109	-0.0559065738	0.0889652947	-0.0656981827	0.0401543182	0.0568420595	0.0296022899	0.0935700528	-0.0495311585	0.0196963523	0.0921153446	-0.0500519494	-0.0487255486	-0.0210732993	0.0619383568	-0.04330225	0.001510428	0.001382419	-0.0592683338	-0.0683479109	0.0924832854	0.0624271084	0.0719253573	0.0703410661	0.0346513688	0.0029996817	0.0398164284	-0.0401826859	0.0205351794	0.0220567483	-0.1033649054	-0.0118011225	-0.0458086126	0.0794102049	0.0132516404	0.0270983249	-0.0125554802	-0.0303591394	0.1270672514	0.0613698614	-0.1077555192	0.0443880752	0.0521484405	0.029202089	0.0595694579	0.0285111497	0.0097059285	0.0261148672	-0.0036189014	-0.0268376319	0.0397854973	-0.0559570731	0.0405426292	0.0300434644	0.0454808965	-0.0025248625	-0.0076442252	-0.0184831791	0.0417174558	-0.0360803698	0.0886895955	0.0134133029	0.0920135863	0.043716203	-0.0175683428	0.0549397574	-0.0030915668	-0.0034931743	-0.0663103814	-0.0077276334	-0.0350476465	-0.0232236721	0.0906283197	0.0350698747	0.070804253	0.0619134596	-0.0196686816	-0.0345974809	0.1557192885	-0.0193529199	0.0684578352	-0.0164896405	-0.0898761648	-0.1002501592	0.0233289964005791	0.0111998492021427	0.0001254366221507	0.0005442420730582	0.0901221833837979	-1.6780854338094287e-05	2.815970723163378e-10	0.0081220079378628	0.0134553201230289	0.0233637119222293	0.0005458630347849	0.0001810456396131	0.0006770588518932	-1.5922402223700013e-05	4.584086889269381e-07	2.535228925732871e-10	-0.0003308794961411	-0.0004225225003383	1.0948124096658823e-07	1.7852526329219955e-07	0.0003551122388899	-5.78560722049e-05	3.347325090978602e-09	1.2610470220939738e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4465.680547448097	0.0330482615345317	0.0010921875904548	19942302.75185633	3438.060860163049	-24.93280879153508	621.644954235249	11820262.478185084	4441.213553935233	-3.5086549928373643	12.310659858762564	19724377.831658024	4369.351427751508	3494.6141224925627	0.804401	10.578638	0.1045497380113287	0.0454077819775779	-0.023959852	-0.0791688851	-0.0673051808	0.0773589167	0.0238025757	-0.0242573921	-0.0045858042	-0.1071734059	-0.0383349382	-0.0589711146	-0.0314005098	-0.037376086	0.0291077937	-0.0479869127	-0.0367889355	0.0706433857	0.0103512904	0.0157331938	0.0166315871	0.0209762267	0.0619815426	-0.1034642159	0.0208725178	-0.0192907614	0.0444897055	-0.0324398703	-0.0693956326	-0.033186413	0.0419594969	0.1013937341	-0.0950724524	-0.0132050407	0.0982178133	-0.1413632015	-0.0717244327	0.0725321837	0.0229042473	0.0892712191	0.0165908263	-0.040618456	0.0267348138	-0.0004090494	-0.0422130515	-0.0783425563	0.0411051572	-0.0577505329	0.0384492922	0.0551739704	-0.0455256674	0.0337003948	0.0206662398	-0.0358332053	0.098067897	0.0325597296	0.0288773018	-0.0327248784	0.0379136081	0.0852580436	-0.0279161374	-0.0342685501	0.042418543	-0.0131220003	0.0131358469	0.1121768105	-0.0302611021	0.0481325431	-0.0495596355	0.0407267471	0.032728075	-0.0379668297	-0.1193021342	0.0044563738	-0.0142279762	0.058867393	0.0063983461	0.0554407533	-0.1148175831	0.0524368016	0.0254817957	-0.0230028036	0.0745427109	-0.0650178424	0.0570231094	-0.0697750066	-0.0596739394	-0.0031383646	-0.009204372	0.1307531644	0.0125022806	-0.0171959975	-0.0028304199	-0.0522864844	0.0236679907	0.1331368414	0.0069479089	0.0670485315	-0.0201130341	-0.0926354574	-0.0977337597	0.0096775680767819	-0.0136514283237972	0.0001863614952797	9.365532388074812e-05	0.1127876572416965	0.0226654738578985	0.000513723705203	0.0127210556260704	-0.0054970333553399	-0.0189523534783688	0.000359191702369	3.021737570971944e-05	0.0011279883227266	0.0004509294708333	1.2723576562075682e-06	2.033373876660901e-07	9.163705358128382e-05	0.0004225165497223	8.397349589059082e-09	1.7852023478930767e-07	0.0002429486124204	-0.0001121636264694	1.2580679102789517e-08	5.9024028276997735e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4461.124162518922	-4.556384929174783	20.76064362281109	19901628.79341016	3418.605331614048	-19.455528549000974	378.517591120992	11686862.413339991	4439.0237562904285	-2.1897976448044574	4.795213725191148	19704931.908910785	4365.298479903372	3491.613111176949	0.93891	12.347564	0.0404050951422228	0.0235859333494876	-0.0264227181	0.091649562	-0.0675497131	-0.0341554639	0.0976838193	-0.0101114241	-0.055789061	-0.0234142188	-0.0398044014	-0.0136576878	-0.0428671397	-0.036367294	0.0497836628	-0.0834367131	0.0045578671	-0.0468948156	0.0048824638	-0.1054856808	0.0161926246	-0.0299297133	0.063251548	-0.0458523252	0.0123079003	-0.0203382318	0.0438820586	0.0403530246	0.0056779922	-0.1155412443	0.1266366194	-0.031835525	-0.0370307138	0.0521779842	-0.0508761339	0.1091368131	0.0249950648	0.0820648989	-0.0241330776	-0.0583540868	0.0334935837	0.0097008247	-0.0622792075	-0.0287748276	-0.044372217	-0.0859940455	-0.0405961044	0.0500387814	-0.031109065	-0.014803123	-0.0573820325	-0.0631601173	-0.0165974375	-0.073058512	0.0486300757	-0.0306107791	0.0238568784	-0.1241625808	0.0241486965	-0.0428876519	0.0707510984	-0.0857411084	-0.0352648108	0.1177457572	-0.026554905	0.0173197002	0.0065652784	-0.01249801	-0.0158917096	-0.073855046	0.1024421672	-0.0274566157	0.0853335297	-0.0018845522	-0.0190462226	0.0843982541	0.0727790028	-0.047672439	-0.0328457938	-0.0767565615	-0.0372362488	-0.0170197817	-0.0254617271	-0.0220278775	0.0816404583	-0.1391999611	-0.0453811633	-0.0227544586	0.0072477396	0.1243230539	0.0348167139	0.008113439	0.0038887916	-0.066984143	0.0144510781	0.1196582989	0.000250643	0.0656188043	-0.0237119231	-0.0951408427	-0.0947412111	0.0232301915687713	0.0135526234919894	0.0001836736035156	0.0005396418003218	0.1201748590031996	0.0073872017615031	5.457074986515461e-05	0.0144419967364389	-0.005608883935551	-0.000111850580211	1.2510552293559671e-08	3.145957900248207e-05	0.0009109806683413	-0.0002170076543852	8.298857780915616e-07	4.7092322061809787e-08	9.168811469106863e-05	5.106110978481127e-08	8.406710375602555e-09	2.607236932456549e-15	0.0004129582830957	0.0001700096706752	2.8903288123123958e-08	1.705345435773483e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4460.628644098616	-0.4955184203063254	0.2455385048628761	19897207.90055306	3423.67902654334	5.073694929292287	25.74238023552627	11721578.076792752	4439.18442966627	0.1606733758417249	0.0258159337043761	19706358.400591448	4367.592568102385	3496.883864324712	1.024803	13.477129	0.0254455538390092	0.0163882100029028	-0.020785488	0.0070583508	0.1216901938	-0.1119660208	-0.1185785622	0.0476898374	-0.1170775126	-0.0175924201	-0.094619586	0.0169505149	-0.0243169142	-0.0193417351	0.0136915	0.1473816967	0.0352017374	-0.0696107504	-0.0444044223	-0.0126788733	-0.022093552	-0.0198640095	0.0903764111	-0.0474972667	-0.0080821692	-0.0407754622	0.083000585	-0.1091613154	0.0667074294	-0.0710780625	-0.0299311326	-0.0147298113	0.0694425892	-0.1190845665	0.0835367433	-0.042694004	0.009410947	0.0424712154	0.0254364297	-0.0435546185	0.0234157028	0.0140517634	0.0791716192	-0.0723115575	-0.0060863456	0.1148029467	-0.0851615622	-0.0202274941	-0.0646940981	-0.071150549	-0.0020493076	-0.0180948531	0.0053579052	-0.0595332534	0.0607339678	0.0079124723	-0.0387218654	0.008523735	0.1007387675	-0.0411484955	-0.0404321803	-0.141757842	0.049175327	-0.0771437731	0.0135065267	-0.0417128446	-0.0076901637	-0.0013693641	-0.0485710392	-0.0347654568	-0.0197427923	-0.0022322065	-0.0534456726	-0.0092688286	-0.0283986561	0.0642758856	-0.0294848274	0.0379134521	0.1142219023	-0.0287395553	0.0222692964	-0.0362356445	0.0675328871	-0.053839997	-0.0102736131	-0.0961439776	-0.0274530709	-0.030486906	-0.0218626549	0.1138877516	0.0721732064	0.0686107928	-0.0011496648	0.0029226562	0.0406848298	0.1303594649	0.0486883825	0.0641690889	-0.0272819228	-0.0973854535	-0.0912870929	0.0233098344825606	7.9642913789299e-05	6.3429937168497135e-09	0.0005433483836043	0.1070054252493548	-0.0131694337538448	0.0001734339853969	0.0114501610327952	-0.0056517601409353	-4.287620538430056e-05	1.8383689881567246e-09	3.1942392690665006e-05	0.0008449730928331	-6.60075755082e-05	7.139795276119346e-07	4.357000024470724e-09	9.17492722651847e-05	6.115757411606637e-08	8.41792896119099e-09	3.7402488717621506e-15	0.0005899615693332	0.0001770032862375	3.133016333887436e-08	3.4805465329009215e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
